"Gender","Age","Education","Income","Income2","Occupation","State","Relationship.Status","Obligation","Obligation2","NEP","Vacation.Behaviour","rest and relax","luxury / be spoilt","do sports","excitement, a challenge","not exceed planned budget","realise creativity","fun and entertainment","good company","health and beauty","free-and-easy-going","entertainment facilities","not care about prices","life style of the local people","intense experience of nature","cosiness/familiar atmosphere","maintain unspoilt surroundings","everything organised","unspoilt nature/natural landscape","cultural offers","change of surroundings"
"Male",65,1,NA,NA,"retired","QLD","separated or divorced",4.06666666666667,"Q3",3.6,3.30434782608696,"yes","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",57,6,"$60,001 to $90,000","60-90k","tradesperson","NSW","married",3.36666666666667,"Q1",3.26666666666667,2.66666666666667,"yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",58,8,"$60,001 to $90,000","60-90k","professional","QLD","married",3.9,"Q3",3.4,3.07407407407407,"yes","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Female",36,7,"$90,001 to $120,000","90-120k","unemployed","WA","married",3.9,"Q3",3.53333333333333,3.33333333333333,"yes","no","yes","no","yes","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","no","no","yes"
"Female",56,6,"Less than $30,000","<30k","Clerical or service worker","NSW","single",3.66666666666667,"Q2",3.4,2.75,"yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes"
"Female",43,6,"$120,001 to $150,000",">120k","small business owner","NSW","married",2.93333333333333,"Q1",2.86666666666667,2.3,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",32,7,NA,NA,"professional","NSW","single",3.56666666666667,"Q2",4,2.27272727272727,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","yes"
"Male",34,8,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",3.4,"Q2",3,2.07142857142857,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",31,4,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",4.06666666666667,"Q3",4.33333333333333,3.23076923076923,"yes","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes","yes"
"Male",69,6,"$60,001 to $90,000","60-90k","small business owner","NSW","married",4.26666666666667,"Q4",3.73333333333333,3.4,"no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","yes","yes"
"Female",36,8,"$60,001 to $90,000","60-90k","professional","VIC","single",3.6,"Q2",2.73333333333333,2.42857142857143,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",41,8,"$30,001 to $60,000","30-60k","professional","VIC","separated or divorced",4.33333333333333,"Q4",4,2.875,"yes","no","no","yes","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","no","no","yes","yes"
"Female",48,7,"$30,001 to $60,000","30-60k","sales","QLD","married",3.66666666666667,"Q2",4.53333333333333,2,"yes","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","yes","yes"
"Male",36,3,"$60,001 to $90,000","60-90k","sales","QLD","married",3.86666666666667,"Q3",4.33333333333333,3.04761904761905,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no"
"Male",59,1,"$30,001 to $60,000","30-60k","manager or administrator","SA","living with a partner",4.2,"Q3",3.13333333333333,3.53333333333333,"yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","yes","no","no"
"Female",56,7,"$180,001 to $210,000",">120k","Clerical or service worker","NSW","married",4.13333333333333,"Q3",3.13333333333333,3.18181818181818,"yes","no","no","yes","yes","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","yes","yes"
"Female",19,1,"$30,001 to $60,000","30-60k",NA,"NSW","living with a partner",3.7,"Q2",4.53333333333333,2.95833333333333,"yes","yes","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no"
"Male",36,4,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",4.23333333333333,"Q4",3,2.93333333333333,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Male",34,7,"$120,001 to $150,000",">120k","professional","QLD","married",3.96666666666667,"Q3",3.26666666666667,2.80952380952381,"yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","yes"
"Male",33,3,NA,NA,NA,"WA","living with a partner",4.16666666666667,"Q3",3.73333333333333,2.58333333333333,"yes","no","no","no","yes","no","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no"
"Female",62,2,"Less than $30,000","<30k","unemployed","SA","separated or divorced",4.43333333333333,"Q4",3.73333333333333,2.96666666666667,"yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","yes","no","yes","no","no","yes","yes","no"
"Male",57,8,"$90,001 to $120,000","90-120k","professional","NSW","separated or divorced",4.66666666666667,"Q4",3.4,3.84,"yes","no","yes","no","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","yes","yes","yes"
"Male",40,7,NA,NA,"manager or administrator","SA","separated or divorced",4.2,"Q3",2.8,3.30434782608696,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Male",67,1,"Less than $30,000","<30k","retired","SA","living with a partner",3.1,"Q1",3.06666666666667,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",27,7,"$90,001 to $120,000","90-120k","professional","NSW","living with a partner",4.1,"Q3",3.66666666666667,2.82758620689655,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes"
"Male",34,6,"$60,001 to $90,000","60-90k","manager or administrator","NSW","married",2.6,"Q1",3.73333333333333,2.47368421052632,"yes","no","no","yes","no","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no"
"Male",59,7,"$60,001 to $90,000","60-90k","professional","VIC","married",3.4,"Q2",3.13333333333333,2.6875,"no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",33,8,"$90,001 to $120,000","90-120k","professional","NSW","married",3.2,"Q1",3.53333333333333,2,"yes","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes"
"Female",43,7,"$30,001 to $60,000","30-60k","professional","QLD","living with a partner",3.63333333333333,"Q2",3.2,1.82758620689655,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",55,8,"$90,001 to $120,000","90-120k","manager or administrator","QLD","married",4.9,"Q4",4.26666666666667,NA,"yes","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","yes","yes"
"Female",21,7,"$30,001 to $60,000","30-60k","unemployed","QLD","single",3.66666666666667,"Q2",3.33333333333333,2.7037037037037,"yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no"
"Male",57,7,"$90,001 to $120,000","90-120k","professional","QLD","living with a partner",4,"Q3",3.4,3.21428571428571,"no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no"
"Male",53,6,"$60,001 to $90,000","60-90k","sales","NSW","married",4.43333333333333,"Q4",3.46666666666667,3.95,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Female",41,3,"$60,001 to $90,000","60-90k","home-duties","WA","married",3.3,"Q1",3.33333333333333,2.47619047619048,"yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Male",42,4,"$90,001 to $120,000","90-120k","professional","VIC","married",3.73333333333333,"Q2",4.4,2.7,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","yes"
"Male",63,6,"$30,001 to $60,000","30-60k","professional","VIC","married",4.33333333333333,"Q4",4.86666666666667,3.33333333333333,"yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes"
"Male",23,7,"Less than $30,000","<30k",NA,"NSW","single",2.96666666666667,"Q1",3.4,2.72727272727273,"yes","no","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes"
"Male",48,2,"$60,001 to $90,000","60-90k","manager or administrator","NSW","married",3.1,"Q1",3.46666666666667,2.36666666666667,"yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes"
"Female",30,2,"$120,001 to $150,000",">120k","Clerical or service worker","VIC","single",4.43333333333333,"Q4",4.53333333333333,3.06666666666667,"no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no"
"Female",29,8,"$30,001 to $60,000","30-60k","professional","WA","single",3.76666666666667,"Q2",3.6,2.33333333333333,"yes","no","no","yes","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","no"
"Male",28,7,"$90,001 to $120,000","90-120k","professional","QLD","living with a partner",3.7,"Q2",3.2,2.96153846153846,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","yes","yes","no","no","no","no","no","yes"
"Male",55,8,"$210,001 to $240,000",">120k","professional","NSW","married",3.73333333333333,"Q2",4.2,1.77777777777778,"yes","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no"
"Female",64,2,"Less than $30,000","<30k","retired","QLD","married",3.83333333333333,"Q3",3.4,3.6,"yes","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","yes","no","yes","no","yes","yes","no"
"Female",47,7,"$60,001 to $90,000","60-90k","manager or administrator","SA","living with a partner",4.03333333333333,"Q3",4.73333333333333,2.3,"yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","yes"
"Female",33,4,"Less than $30,000","<30k","unemployed","WA","married",4.03333333333333,"Q3",3.86666666666667,4.28571428571429,"yes","no","yes","yes","no","no","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no"
"Male",21,3,"$60,001 to $90,000","60-90k","tradesperson","SA","living with a partner",3.6,"Q2",3.8,2.23333333333333,"yes","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Male",19,2,"Less than $30,000","<30k",NA,"QLD","living with a partner",3.26666666666667,"Q1",4.26666666666667,2.22222222222222,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","yes","no","no","no","yes"
"Female",39,8,"$150,001 to $180,000",">120k","manager or administrator","ACT","single",3.8,"Q2",3.4,2.1,"yes","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes"
"Female",29,6,"$150,001 to $180,000",">120k","manager or administrator","NSW","living with a partner",2.6,"Q1",4.2,3.35714285714286,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","yes","yes"
"Female",43,1,"Less than $30,000","<30k","home-duties","NSW","single",4.66666666666667,"Q4",3.13333333333333,2.63333333333333,"yes","no","no","yes","no","no","yes","yes","no","yes","yes","no","no","no","yes","no","no","no","no","no"
"Male",35,7,"$180,001 to $210,000",">120k","professional","VIC","married",2.76666666666667,"Q1",2.4,1.6,"yes","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","yes"
"Male",29,7,"$150,001 to $180,000",">120k","professional","NSW","single",3.16666666666667,"Q1",2.93333333333333,2.24137931034483,"yes","no","yes","no","no","no","yes","yes","no","yes","no","yes","yes","no","no","yes","no","yes","no","yes"
"Female",46,1,"$90,001 to $120,000","90-120k","small business owner","QLD","married",3.43333333333333,"Q2",4.13333333333333,3.46153846153846,"yes","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","no","yes","no","yes","no","yes"
"Male",55,6,"$90,001 to $120,000","90-120k","transport worker","VIC","married",2.93333333333333,"Q1",3.26666666666667,3,"yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes"
"Male",34,8,"$60,001 to $90,000","60-90k","professional","QLD","married",3.03333333333333,"Q1",3.26666666666667,2.7,"yes","no","yes","yes","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Female",36,3,"$120,001 to $150,000",">120k","professional","VIC","married",3.3,"Q1",3.33333333333333,2.48275862068966,"yes","yes","no","yes","yes","no","yes","yes","no","yes","no","yes","no","no","no","no","yes","no","no","yes"
"Female",51,2,"$60,001 to $90,000","60-90k","home-duties","QLD","married",4.26666666666667,"Q4",4.66666666666667,3.25,"yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Female",26,8,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",3.63333333333333,"Q2",2.93333333333333,2.7,"yes","yes","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","yes"
"Female",28,7,NA,NA,"Clerical or service worker","NSW","married",2.93333333333333,"Q1",4.06666666666667,2.33333333333333,"yes","no","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes"
"Male",55,1,"$30,001 to $60,000","30-60k","retired","QLD","living with a partner",4.63333333333333,"Q4",4.73333333333333,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",35,3,"$30,001 to $60,000","30-60k","sales","SA","married",3.63333333333333,"Q2",3.13333333333333,NA,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",47,8,"$210,001 to $240,000",">120k","small business owner","VIC","living with a partner",4.23333333333333,"Q4",3.73333333333333,2.51724137931034,"no","no","no","yes","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","no","yes","yes"
"Female",42,1,"Less than $30,000","<30k","Clerical or service worker","SA","separated or divorced",3.83333333333333,"Q3",3.73333333333333,3,"yes","no","no","no","yes","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","yes"
"Female",61,7,"Less than $30,000","<30k","retired","NSW","married",3.93333333333333,"Q3",3.8,2.94117647058824,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",70,2,"$30,001 to $60,000","30-60k","manager or administrator","VIC","married",3.26666666666667,"Q1",3.8,1.68965517241379,"yes","yes","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","yes"
"Female",62,6,"$60,001 to $90,000","60-90k","small business owner","VIC","married",3.9,"Q3",4.06666666666667,1.96551724137931,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Female",59,3,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","married",4.36666666666667,"Q4",3.93333333333333,3.66666666666667,"no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no"
"Male",60,3,"Less than $30,000","<30k","retired","NSW","single",4.1,"Q3",3.46666666666667,2.86666666666667,"yes","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",22,3,"$90,001 to $120,000","90-120k","professional","NSW","single",2.8,"Q1",2.73333333333333,2.06666666666667,"yes","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no"
"Male",64,6,"$60,001 to $90,000","60-90k","manager or administrator","VIC","married",4.7,"Q4",3.8,3.46428571428571,"yes","no","no","no","yes","no","yes","yes","yes","yes","no","no","yes","yes","yes","yes","no","no","no","no"
"Male",35,7,"Less than $30,000","<30k","professional","Tas","single",2.86666666666667,"Q1",3,2.16666666666667,"yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","yes","yes"
"Male",64,7,"$30,001 to $60,000","30-60k","retired","NSW","married",3.8,"Q2",4.26666666666667,3.17647058823529,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes"
"Male",43,7,"Less than $30,000","<30k","professional","QLD","single",4.13333333333333,"Q3",4,3.46666666666667,"yes","no","no","yes","yes","no","yes","yes","no","yes","no","no","yes","yes","no","no","no","no","yes","yes"
